PO Number,PO Line,Cont Ind,Contract,Cont Type,Invoice Date,Invoice No,Vendor Reference,Date PO Created,Total Cost per Line,Freight Amt,Unit Price,Unit Price less Dist Fee,Dist Fee %,Dist Fee Amt,Qty Paid,MatGrp,U O M,Material Group Desc,Item No,Stock,Description,GL Acct,GL Acct Desc,Fund,Fund Ctr,Fund Ctr Desc,Div Node,Division Desc,Dept Node,Department Desc,Sub-Dept,Sub-Dept Desc,Cost Ctr,Recipient,Unloading Pt,WBS Element,Vendor No,Vendor Name,Vendor Mat Number,Manufacturer Part No,Manufacturer,Manufacturer Name,UNSPSC code,UNSPSC Desc,Purch Gp,Buyer Name,Case No,SQ Cart No,Req No,Req Line,PO Unit Price
4500141354,17,X,MS25276,AROK,5/23/2016,5109409440,1098579119,5/20/2016,36.63,0.00,12.21,12.00,0.0175,0.21,3.000,H17,BAG,Monitoring Supplies,11052,X,CUFF BLOOD PRESSURE SOFT ADULT LARG 5/BG,0000532200,MEDICAL SUPPLIES,113,3010687,NRS Nephr/Surg Spec,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010687,H9BULK,H9 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9914HP,MDS9914HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012158966,32,12.21
4500141355,5,X,MS25276,AROK,5/23/2016,5109409444,1098579097,5/20/2016,119.64,0.00,9.97,9.80,0.0175,0.17,12.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010661,INS Main OR,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010661,PREOPBULK,PRE-OP BULK--2ND FLOOR,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012158967,4,9.97
4500141356,5,X,MS25276,AROK,5/23/2016,5109409484,1098579133,5/20/2016,19.94,0.00,9.97,9.80,0.0175,0.17,2.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010697,NRS Med/Neuro ICU,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010697,E441ICUBULK,E441 ICU,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012158968,17,9.97
4500141360,7,X,MS25276,AROK,5/23/2016,5109409497,1098579150,5/20/2016,19.74,0.00,9.87,9.70,0.0175,0.17,2.000,H17,BAG,Monitoring Supplies,11054,X,CUFF BLOOD PRESSURE SOFT ADULT SMALL5/BG,0000532200,MEDICAL SUPPLIES,113,3010697,NRS Med/Neuro ICU,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010697,E430ICUBULK,E430 ICU,,0000019665,MEDLINE INDUSTRIES INC,MDS9912HP,MDS9912HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012158982,22,9.87
4500141361,9,X,MS25276,AROK,5/23/2016,5109409441,1098579106,5/20/2016,29.91,0.00,9.97,9.80,0.0175,0.17,3.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010685,NRS Trauma/Surg Spec,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010685,F4ICUBULK,B075 F4 ICU,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012158983,10,9.97
4500141378,26,X,MS25276,AROK,5/23/2016,5109409499,1098579888,5/20/2016,99.70,0.00,9.97,9.80,0.0175,0.17,10.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010689,NRS CV/Med Special,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010689,F8BULK,F8 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012158986,14,9.97
4500141382,28,X,MS25276,AROK,5/23/2016,5109409471,1098579882,5/20/2016,59.82,0.00,9.97,9.80,0.0175,0.17,6.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010654,INS Anesthesia,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010654,ANESBULK,ANESTHISA BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159070,32,9.97
4500141382,29,X,MS25276,AROK,5/23/2016,5109409471,1098579882,5/20/2016,48.84,0.00,12.21,12.00,0.0175,0.21,4.000,H17,BAG,Monitoring Supplies,11052,X,CUFF BLOOD PRESSURE SOFT ADULT LARG 5/BG,0000532200,MEDICAL SUPPLIES,113,3010654,INS Anesthesia,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010654,ANESBULK,ANESTHISA BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9914HP,MDS9914HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159070,33,12.21
4500141411,7,X,MS25276,AROK,5/23/2016,5109409455,1098630824,5/22/2016,29.91,0.00,9.97,9.80,0.0175,0.17,3.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010704,NRS Hosp Medicine,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010704,H6046BULK,B075 H6 046,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159074,8,9.97
4500141411,28,X,MS25276,AROK,5/23/2016,5109409455,1098630824,5/22/2016,29.61,0.00,9.87,9.70,0.0175,0.17,3.000,H17,BAG,Monitoring Supplies,11054,X,CUFF BLOOD PRESSURE SOFT ADULT SMALL5/BG,0000532200,MEDICAL SUPPLIES,113,3010704,NRS Hosp Medicine,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010704,H6046BULK,B075 H6 046,,0000019665,MEDLINE INDUSTRIES INC,MDS9912HP,MDS9912HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159074,1,9.87
4500141412,11,X,MS25276,AROK,5/23/2016,5109409457,1098630850,5/22/2016,24.42,0.00,12.21,12.00,0.0175,0.21,2.000,H17,BAG,Monitoring Supplies,11052,X,CUFF BLOOD PRESSURE SOFT ADULT LARG 5/BG,0000532200,MEDICAL SUPPLIES,113,3010612,ERS Emergency Dept,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010612,ED103BULK,ED103 --BASEMENT,,0000019665,MEDLINE INDUSTRIES INC,MDS9914HP,MDS9914HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159212,2,12.21
4500141412,12,,NONC1500-M,,5/23/2016,5109409457,1098630850,5/22/2016,658.80,0.00,27.45,26.98,0.0175,0.47,24.000,H17,BAG,Monitoring Supplies,11053,X,CUFF BLOOD PRESSURE SFT ADLT LNG LRG5/BG,0000532200,MEDICAL SUPPLIES,113,3010612,ERS Emergency Dept,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010612,ED103BULK,ED103 --BASEMENT,,0000019665,MEDLINE INDUSTRIES INC,MDS9915HP,MDS9915HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159212,3,27.45
4500141417,14,X,MS25276,AROK,5/23/2016,5109409449,1098630855,5/22/2016,97.68,0.00,12.21,12.00,0.0175,0.21,8.000,H17,BAG,Monitoring Supplies,11052,X,CUFF BLOOD PRESSURE SOFT ADULT LARG 5/BG,0000532200,MEDICAL SUPPLIES,113,3010612,ERS Emergency Dept,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010612,ED103BULK,ED103 --BASEMENT,,0000019665,MEDLINE INDUSTRIES INC,MDS9914HP,MDS9914HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159256,4,12.21
4500141417,20,X,MS25276,AROK,5/23/2016,5109409449,1098630855,5/22/2016,398.80,0.00,9.97,9.80,0.0175,0.17,40.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010612,ERS Emergency Dept,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010612,ED103BULK,ED103 --BASEMENT,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159256,3,9.97
4500141421,1,X,MS25276,AROK,5/23/2016,5109409470,1098630817,5/22/2016,398.80,0.00,9.97,9.80,0.0175,0.17,40.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010612,ERS Emergency Dept,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010612,ED103BULK,ED103 --BASEMENT,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159273,1,9.97
4500141422,5,X,MS25276,AROK,5/23/2016,5109409465,1098630832,5/22/2016,19.94,0.00,9.97,9.80,0.0175,0.17,2.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010513,WHS Perinatal Unit,ICE0001F,INT CLIN ENTERPRISE,ICC0001F,CLINICAL SVC LINES,WHS0001F,WOMEN'S HEALTH,0001010513,E634BULK,B075 E6 34 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159274,5,9.97
4500141427,19,X,MS25276,AROK,5/23/2016,5109409459,1098630840,5/22/2016,39.88,0.00,9.97,9.80,0.0175,0.17,4.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010655,INS PACU,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010655,PACUBULK,PACU BULK-2ND FLOOR,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159281,10,9.97
4500141429,5,X,MS25276,AROK,5/23/2016,5109409425,1098630816,5/22/2016,79.76,0.00,9.97,9.80,0.0175,0.17,8.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010514,WHS Labor/Delivery,ICE0001F,INT CLIN ENTERPRISE,ICC0001F,CLINICAL SVC LINES,WHS0001F,WOMEN'S HEALTH,0001010514,E5002BULK,E5 002 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159283,15,9.97
4500141430,18,X,MS25276,AROK,5/23/2016,5109409451,1098630861,5/22/2016,39.88,0.00,9.97,9.80,0.0175,0.17,4.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010690,NRS ENT/Ortho Sur Sp,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010690,F9BULK,F9 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159284,8,9.97
4500141431,19,X,MS25276,AROK,5/23/2016,5109409447,1098630859,5/22/2016,39.88,0.00,9.97,9.80,0.0175,0.17,4.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010697,NRS Med/Neuro ICU,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010697,E430ICUBULK,E430 ICU,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159285,8,9.97
4500141432,1,X,MS25276,AROK,5/23/2016,5109409452,1098630844,5/22/2016,59.82,0.00,9.97,9.80,0.0175,0.17,6.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010703,NRS MedOnc/Transp Un,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010703,E725BULK,B075 E725 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159286,1,9.97
4500141437,9,X,MS25276,AROK,5/23/2016,5109409446,1098630965,5/22/2016,24.42,0.00,12.21,12.00,0.0175,0.21,2.000,H17,BAG,Monitoring Supplies,11052,X,CUFF BLOOD PRESSURE SOFT ADULT LARG 5/BG,0000532200,MEDICAL SUPPLIES,113,3010686,NRS Medical Oncology,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010686,H7BULK,B075 H7 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9914HP,MDS9914HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159291,22,12.21
4500141437,21,X,MS25276,AROK,5/23/2016,5109409446,1098630965,5/22/2016,39.88,0.00,9.97,9.80,0.0175,0.17,4.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010686,NRS Medical Oncology,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010686,H7BULK,B075 H7 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159291,21,9.97
4500141437,22,X,MS25276,AROK,5/23/2016,5109409446,1098630965,5/22/2016,39.48,0.00,9.87,9.70,0.0175,0.17,4.000,H17,BAG,Monitoring Supplies,11054,X,CUFF BLOOD PRESSURE SOFT ADULT SMALL5/BG,0000532200,MEDICAL SUPPLIES,113,3010686,NRS Medical Oncology,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010686,H7BULK,B075 H7 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9912HP,MDS9912HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159291,20,9.87
4500141438,24,X,MS25276,AROK,5/23/2016,5109409453,1098630970,5/22/2016,12.21,0.00,12.21,12.00,0.0175,0.21,1.000,H17,BAG,Monitoring Supplies,11052,X,CUFF BLOOD PRESSURE SOFT ADULT LARG 5/BG,0000532200,MEDICAL SUPPLIES,113,3010689,NRS CV/Med Special,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010689,F8BULK,F8 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9914HP,MDS9914HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159292,21,12.21
4500141456,43,X,MS25276,AROK,5/24/2016,5109410285,1098649151,5/23/2016,98.70,0.00,9.87,9.70,0.0175,0.17,10.000,H17,BAG,Monitoring Supplies,11054,X,CUFF BLOOD PRESSURE SOFT ADULT SMALL5/BG,0000532200,MEDICAL SUPPLIES,111,3000197,UNB SS SAP Warehouse,UNB0001F,UNBUDGETED,UNB0002F,UNBUDGETED CTR,3000197,UNB SS SAP Warehouse,,,,,0000019665,MEDLINE INDUSTRIES INC,MDS9912HP,MDS9912HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,WB,Janice Carter,,,0012159493,10,9.87
4500141501,1,X,MS25276,AROK,5/24/2016,5109410319,1098648490,5/23/2016,19.94,0.00,9.97,9.80,0.0175,0.17,2.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010694,NRS Med Specialties,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010694,F6BULK,B075 F6 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159390,3,9.97
4500141504,4,X,MS25276,AROK,5/24/2016,5109410306,1098648483,5/23/2016,19.94,0.00,9.97,9.80,0.0175,0.17,2.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010513,WHS Perinatal Unit,ICE0001F,INT CLIN ENTERPRISE,ICC0001F,CLINICAL SVC LINES,WHS0001F,WOMEN'S HEALTH,0001010513,E634BULK,B075 E6 34 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159393,7,9.97
4500141511,23,X,MS25276,AROK,5/24/2016,5109410318,1098648492,5/23/2016,19.94,0.00,9.97,9.80,0.0175,0.17,2.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010685,NRS Trauma/Surg Spec,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010685,F4ICUBULK,B075 F4 ICU,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159400,24,9.97
4500141513,25,X,MS25276,AROK,5/24/2016,5109410305,1098648499,5/23/2016,19.74,0.00,9.87,9.70,0.0175,0.17,2.000,H17,BAG,Monitoring Supplies,11054,X,CUFF BLOOD PRESSURE SOFT ADULT SMALL5/BG,0000532200,MEDICAL SUPPLIES,113,3010698,NRS TSICU/CVICU,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010698,H4ICUBULK,B075 H4 ICU,,0000019665,MEDLINE INDUSTRIES INC,MDS9912HP,MDS9912HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159696,2,9.87
4500141537,1,X,MS25276,AROK,5/24/2016,5109410266,1098648539,5/23/2016,59.82,0.00,9.97,9.80,0.0175,0.17,6.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010656,INS One Day Surgery,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010656,ODSPREOPBUL,ODS PREOP,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012159952,1,9.97
4500141575,105,X,MS3062,UMCSC,5/25/2016,5109412398,1098708745,5/24/2016,20.46,0.00,3.41,3.35,0.0175,0.06,6.000,H17,EA,Monitoring Supplies,91896,X,CUFF B/P THIGH ADLT 1PC PRSNL,0000532200,MEDICAL SUPPLIES,111,3000197,UNB SS SAP Warehouse,UNB0001F,UNBUDGETED,UNB0002F,UNBUDGETED CTR,3000197,UNB SS SAP Warehouse,,,,,0000019665,MEDLINE INDUSTRIES INC,TLM39015H,39015,0000037933,WELCH ALLYN INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,WB,Janice Carter,,,0012160459,10,3.41
4500141612,2,X,MS25276,AROK,5/25/2016,5109412365,1098708814,5/24/2016,39.88,0.00,9.97,9.80,0.0175,0.17,4.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010554,CNS Infusion 4,ICE0001F,INT CLIN ENTERPRISE,ICC0001F,CLINICAL SVC LINES,CNS0001F,CANCER,0001010554,CI4176BULK,INFUSION 4,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012160141,2,9.97
4500141622,15,X,MS25276,AROK,5/25/2016,5109412357,1098708777,5/24/2016,39.88,0.00,9.97,9.80,0.0175,0.17,4.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010704,NRS Hosp Medicine,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010704,H6046BULK,B075 H6 046,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012160257,8,9.97
4500141625,12,X,MS25276,AROK,5/25/2016,5109412363,1098708768,5/24/2016,19.94,0.00,9.97,9.80,0.0175,0.17,2.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010690,NRS ENT/Ortho Sur Sp,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010690,F9BULK,F9 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012160286,5,9.97
4500141626,7,X,MS25276,AROK,5/25/2016,5109412352,1098708766,5/24/2016,19.94,0.00,9.97,9.80,0.0175,0.17,2.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010703,NRS MedOnc/Transp Un,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010703,E725BULK,B075 E725 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012160516,9,9.97
4500141630,15,X,MS25276,AROK,5/25/2016,5109412355,1098708349,5/24/2016,19.94,0.00,9.97,9.80,0.0175,0.17,2.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010686,NRS Medical Oncology,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010686,H7BULK,B075 H7 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012160584,12,9.97
4500141633,1,X,MS25276,AROK,5/25/2016,5109412364,1098708826,5/24/2016,398.80,0.00,9.97,9.80,0.0175,0.17,40.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BLOOD PRESSURE SOFT ADULT 5/BG,0000532200,MEDICAL SUPPLIES,113,3010553,CNS Infusion 1,ICE0001F,INT CLIN ENTERPRISE,ICC0001F,CLINICAL SVC LINES,CNS0001F,CANCER,0001010553,INF2BULK,INFUSION 2 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012160148,1,9.97
